x,y,z,opacity,f_dc_0,f_dc_1,f_dc_2,cov6_0,cov6_1,cov6_2,cov6_3,cov6_4,cov6_5
-1.1979612112045288,-1.6956616640090942,-0.7882103323936462,0.1330980028994568,0.22335925088714953,0.0641875694358287,-0.00370676381757451,2.5988562418678918e-06,-1.3607651030230055e-05,4.521543828683024e-06,0.00012490981345732432,-0.00024495170972695015,0.001374873738408038
-1.1951535940170288,-1.6929305791854858,-0.7882952690124512,0.13541931813304306,0.29544664888312955,0.06185416758755946,-0.00370676381757451,9.050119201247204e-06,-1.2879569577427645e-05,-9.712991081223142e-06,0.0001558946961847273,-0.00038905948236635083,0.0029077219801243444
-1.1942557096481323,-1.6648406982421875,-0.8537212610244751,0.06985937757613331,0.13292244254046687,0.0503483052542798,-0.00370676381757451,2.1203870134299574e-05,4.3958952661247796e-05,-0.00014549122802957472,0.00013048170508005229,-0.00026840001609670916,0.0011939749476417847
-1.1938551664352417,-1.6779851913452148,-0.7224206924438477,0.28952520173465,0.18871939131683274,0.08617793477605457,-0.003700677091706406,2.7360795894886315e-05,6.549230781743781e-06,0.00020819851099150973,0.00010489723094119867,-0.0002678613462104641,0.0027714910296705976
-1.1938155889511108,-1.6647335290908813,-0.8535330891609192,0.1235165021640717,0.14402372255927537,0.049890018513226386,-0.00370676381757451,2.5417616743223885e-05,5.338366669905399e-05,-0.00017543262284514194,0.00014996778566454791,-0.0003475450568882386,0.001415918548654659
-1.1916520595550537,-1.6563026905059814,-0.8262345194816589,0.24139184063598781,0.18827213466464532,0.06093389499028423,-0.00370676381757451,2.5212633494511353e-05,7.106760704672204e-05,-0.00011616869114571605,0.00022429568146065782,-0.0004284287590753554,0.001868872805435062
-1.1871448755264282,-1.6530526876449585,-0.7746239304542542,0.09652315098621068,0.12988109730559239,0.042752071370872946,-0.003475031066429879,6.595692925373259e-05,0.0001303046994351242,-8.08041504944465e-06,0.00031876651814204615,-0.00019407672833906265,0.0008428800898186603
-1.184387445449829,-1.6734025478363037,-0.9180061221122742,0.31559395510915,0.27931490851840257,0.15239145735354565,0.08195021605001324,4.056655434147472e-05,3.240980420984244e-05,-0.000188405929557854,0.00018707947244532227,-0.00019682468741170133,0.0009029881854338203
-1.1831082105636597,-1.653499960899353,-0.7323929667472839,0.21792015625081457,0.15806109117225559,0.0657540438247155,-0.0037013160297809655,7.526533825480216e-05,9.647261234257474e-05,0.0001921075302368083,0.00024909507167081296,-0.0003889742041264032,0.003930897513243216
-1.1815072298049927,-1.6663506031036377,-0.9089822173118591,0.24344805151470936,0.3176612478592039,0.13162913099261153,0.044579165237538076,7.255384246995988e-05,6.372723868634924e-05,-0.00031989139133118766,0.0003810511375881293,-0.00037870850285463093,0.001580748894616097
-1.1791564226150513,-1.6949995756149292,-0.5749697089195251,0.021614687382965927,0.23516410261100057,0.013779525265205761,-0.0082502188374044,0.00010953347689791711,4.686629219048387e-05,0.0007673965511156653,0.0001251403899569275,0.0003649846053830151,0.005467054731381277
-1.178490161895752,-1.6945691108703613,-0.5660815834999084,0.1130719670359879,0.21749722945135963,-0.0052385674088368805,-0.0082502188374044,0.0001396525058670027,5.9383090839087544e-05,0.0010205832501961672,0.00013048740907790977,0.0004921111770326777,0.007596388840993504
